,Humidity9am,Temp9am,RainToday,RainTomorrow
47023,47.0,22.1,0,0
47024,75.0,19.6,0,0
47025,74.0,21.5,0,1
47026,90.0,18.3,1,1
47027,88.0,16.1,1,1
47028,74.0,15.0,1,0
47029,82.0,15.0,0,0
47030,70.0,16.1,0,0
47031,68.0,19.8,0,0
47032,54.0,19.4,0,0
47033,50.0,20.2,0,0
47034,67.0,17.2,0,0
47035,69.0,19.8,0,0
47036,55.0,22.8,0,1
47037,80.0,19.3,1,1
47038,75.0,13.3,1,0
47039,61.0,15.5,0,1
47040,72.0,14.3,1,0
47041,57.0,13.5,0,1
47042,89.0,12.8,1,1
47043,93.0,16.1,1,1
47044,65.0,16.9,1,0
47045,63.0,19.6,0,0
47046,66.0,22.0,0,1
47047,87.0,19.6,1,1
47050,67.0,13.5,0,1
47051,67.0,15.7,1,0
47055,76.0,15.2,0,0
47056,73.0,15.6,0,0
47057,65.0,17.7,0,1
47058,92.0,16.9,1,1
47059,79.0,15.7,1,0
47061,51.0,14.9,0,0
47062,63.0,14.4,0,0
47063,70.0,14.4,0,0
47064,59.0,16.9,0,0
47065,69.0,14.9,0,1
47066,100.0,16.4,1,1
47069,78.0,16.0,1,0
47070,69.0,18.9,0,0
47071,60.0,19.4,0,0
47072,73.0,19.4,0,0
47073,83.0,18.5,0,0
47074,68.0,18.1,0,0
47075,76.0,14.3,0,0
47076,54.0,17.0,0,0
47077,58.0,18.1,0,0
47078,66.0,16.2,0,0
47079,66.0,20.9,0,0
47080,58.0,21.7,0,0
47081,56.0,25.2,0,0
47082,66.0,23.3,0,0
47083,69.0,15.8,0,0
47084,65.0,16.9,0,0
47085,69.0,16.0,0,1
47086,85.0,21.6,1,1
47087,44.0,18.4,1,0
47088,61.0,15.3,0,0
47089,42.0,15.4,0,0
47090,41.0,12.2,0,0
47091,62.0,14.5,0,0
47092,76.0,15.6,0,0
47093,70.0,16.3,0,0
47094,61.0,19.1,0,0
47095,65.0,17.8,0,0
47096,69.0,19.3,0,0
47097,51.0,23.0,0,0
47098,60.0,19.6,0,1
47099,80.0,18.8,1,0
47100,71.0,17.2,0,0
47101,70.0,17.4,0,0
47102,69.0,17.2,0,0
47103,73.0,19.3,0,0
47104,62.0,22.4,0,0
47105,61.0,21.0,0,0
47106,74.0,18.0,0,0
47107,67.0,20.5,0,1
47108,95.0,20.7,1,0
47109,68.0,18.8,0,0
47110,65.0,14.6,0,0
47111,56.0,14.7,0,1
47112,97.0,14.0,1,1
47113,91.0,16.5,1,0
47114,79.0,18.0,0,0
47115,47.0,18.6,0,0
47116,76.0,16.0,0,0
47117,76.0,16.7,0,0
47118,73.0,17.1,0,1
47119,86.0,16.3,1,1
47120,89.0,12.7,1,0
47121,74.0,15.8,0,0
47122,81.0,15.0,0,0
47123,72.0,16.9,0,1
47124,79.0,15.9,1,0
47125,83.0,16.9,0,0
47126,77.0,17.5,0,1
47127,85.0,15.5,1,1
47128,83.0,18.0,1,1
47129,84.0,17.5,1,1
47130,72.0,17.4,1,0
47131,75.0,16.0,0,0
47132,93.0,13.6,0,0
47133,59.0,18.7,0,0
47134,70.0,18.3,0,0
47135,79.0,20.7,0,1
47136,96.0,19.0,1,1
47137,86.0,20.2,1,1
47138,91.0,17.5,1,1
47139,98.0,15.2,1,1
47140,84.0,14.5,1,0
47141,82.0,14.1,0,1
47142,98.0,16.2,1,1
47143,92.0,13.9,1,0
47144,87.0,14.9,0,1
47145,65.0,12.9,1,0
47146,67.0,13.9,0,1
47147,94.0,12.9,1,0
47148,88.0,13.4,0,0
47149,79.0,15.2,0,0
47150,81.0,16.7,0,0
47151,75.0,16.3,0,0
47152,81.0,17.2,0,0
47153,86.0,17.3,0,0
47154,88.0,17.7,0,1
47155,85.0,15.1,1,1
47156,77.0,12.7,1,0
47157,80.0,14.6,0,0
47158,91.0,13.3,0,0
47159,99.0,10.9,0,0
47160,86.0,11.5,0,0
47161,48.0,13.3,0,0
47162,55.0,10.7,0,0
47163,87.0,9.8,0,0
47164,78.0,13.6,0,0
47165,87.0,13.5,0,1
47166,96.0,14.6,1,0
47167,99.0,9.9,0,0
47168,82.0,12.0,0,0
47169,88.0,12.2,0,0
47170,72.0,16.8,0,0
47171,86.0,14.5,0,0
47172,84.0,14.4,0,0
47173,70.0,19.3,0,0
47174,89.0,17.1,0,0
47175,73.0,18.5,0,0
47176,49.0,16.2,0,0
47177,76.0,15.8,0,0
47178,54.0,13.5,0,0
47179,56.0,9.0,0,0
47180,58.0,10.6,0,0
47181,90.0,7.5,0,0
47182,78.0,11.1,0,0
47183,85.0,10.8,0,0
47184,81.0,12.6,0,0
47185,68.0,13.7,0,0
47186,57.0,14.7,0,1
47187,91.0,15.9,1,1
47188,88.0,16.7,1,0
47189,97.0,13.2,0,0
47190,80.0,16.3,0,0
47191,97.0,13.3,0,0
47192,96.0,10.7,0,1
47193,89.0,11.3,1,0
47194,76.0,8.4,0,0
47195,88.0,9.3,0,0
47196,91.0,7.0,0,0
47197,99.0,9.2,0,0
47198,71.0,11.0,0,0
47199,84.0,7.6,0,0
47200,91.0,7.2,0,0
47201,93.0,7.8,0,1
47202,88.0,8.6,1,0
47203,89.0,3.8,0,0
47204,81.0,6.7,0,0
47205,94.0,5.4,0,0
47206,95.0,4.4,0,0
47207,93.0,5.3,0,0
47208,88.0,8.1,0,0
47209,73.0,11.5,0,0
47210,70.0,14.3,0,0
47211,62.0,7.6,0,0
47212,70.0,8.5,0,0
47213,69.0,5.7,0,0
47214,94.0,4.1,0,0
47215,84.0,4.8,0,0
47216,87.0,6.2,0,0
47219,81.0,7.3,0,0
47220,85.0,8.1,0,0
47221,87.0,3.8,0,0
47222,85.0,5.6,0,0
47223,70.0,7.5,0,1
47224,83.0,7.2,1,1
47225,78.0,7.1,1,0
47226,99.0,4.4,0,0
47227,76.0,7.2,0,0
47228,87.0,4.3,0,0
47229,95.0,3.3,0,0
47230,79.0,7.2,0,0
47231,91.0,5.9,0,0
47232,95.0,7.7,0,1
47233,88.0,9.3,1,0
47234,99.0,4.1,0,1
47235,96.0,6.3,1,1
47236,62.0,8.4,1,0
47239,90.0,0.8,0,0
47241,86.0,5.3,0,0
47242,81.0,8.7,0,0
47243,88.0,9.0,0,0
47244,91.0,8.7,0,0
47245,79.0,9.8,0,0
47246,95.0,6.2,0,0
47247,82.0,8.2,0,0
47248,83.0,6.6,0,0
47249,74.0,10.1,0,0
47251,77.0,8.1,0,1
47252,91.0,7.5,1,0
47253,95.0,3.9,0,0
47254,69.0,7.8,0,0
47255,97.0,3.4,0,0
47256,92.0,5.1,0,0
47257,80.0,7.1,0,0
47258,93.0,2.8,0,0
47259,99.0,4.7,0,0
47260,86.0,6.5,0,0
47261,89.0,5.0,0,0
47262,76.0,5.6,0,0
47263,97.0,-0.5,0,0
47267,86.0,0.8,0,0
47270,92.0,4.7,0,1
47272,87.0,7.1,0,1
47273,89.0,12.9,1,0
47274,81.0,9.5,0,1
47275,82.0,7.3,1,0
47276,90.0,7.2,0,0
47277,100.0,4.1,0,0
47278,70.0,7.7,0,0
47280,87.0,0.5,0,0
47282,73.0,6.9,0,0
47283,81.0,7.6,0,0
47284,98.0,1.6,0,0
47286,88.0,8.4,1,0
47287,98.0,1.8,0,0
47288,100.0,0.7,0,0
47289,100.0,3.3,0,0
47291,66.0,5.7,0,0
47292,65.0,5.8,0,0
47294,74.0,6.1,0,0
47295,68.0,8.8,0,1
47296,69.0,7.6,1,1
47297,52.0,7.0,1,0
47299,70.0,6.7,0,0
47300,55.0,9.6,0,0
47301,49.0,7.3,0,0
47302,55.0,8.7,0,0
47303,58.0,8.9,0,0
47306,78.0,6.5,0,0
47307,74.0,6.3,0,1
47308,70.0,8.5,1,1
47309,80.0,5.1,1,0
47310,99.0,3.5,0,0
47311,76.0,3.8,0,0
47312,83.0,4.6,0,0
47313,78.0,5.2,0,1
47314,74.0,12.7,1,1
47315,68.0,5.6,1,1
47316,62.0,7.6,1,0
47317,66.0,8.4,0,0
47318,79.0,4.0,0,0
47320,81.0,6.3,0,0
47321,47.0,10.0,0,0
47322,60.0,7.1,0,1
47324,75.0,4.6,0,0
47325,71.0,6.1,0,0
47326,73.0,7.5,0,0
47327,44.0,11.9,0,1
47328,53.0,12.4,1,0
47329,68.0,7.8,0,0
47333,74.0,8.6,0,0
47334,90.0,9.0,0,0
47335,68.0,9.7,0,1
47336,97.0,2.9,1,0
47337,60.0,9.8,0,0
47338,97.0,5.1,0,0
47339,71.0,11.3,0,0
47340,70.0,12.6,0,1
47342,77.0,12.5,0,1
47343,66.0,15.5,1,0
47344,63.0,12.5,0,0
47345,62.0,12.8,0,0
47346,36.0,11.9,0,0
47347,57.0,9.4,0,0
47348,67.0,13.4,0,0
47349,69.0,12.6,0,0
47350,59.0,18.0,0,1
47351,53.0,10.0,1,0
47352,43.0,9.7,0,0
47353,96.0,10.4,0,0
47354,62.0,10.6,0,0
47355,59.0,14.9,0,0
47356,42.0,18.5,0,0
47357,36.0,20.0,0,0
47358,85.0,12.6,0,1
47359,52.0,8.4,1,0
47360,74.0,8.9,0,0
47361,69.0,9.1,0,0
47362,69.0,10.1,0,1
47363,89.0,6.2,1,1
47364,74.0,8.3,1,0
47365,71.0,8.0,0,1
47366,81.0,9.2,1,0
47367,76.0,10.2,0,0
47368,47.0,16.2,0,0
47369,49.0,13.7,0,0
47370,74.0,12.2,0,0
47371,70.0,14.2,0,0
47372,67.0,15.7,0,0
47373,46.0,16.7,0,0
47374,42.0,9.7,0,0
47375,61.0,9.5,0,0
47376,72.0,10.4,0,0
47377,67.0,13.7,0,0
47378,49.0,15.7,0,0
47379,49.0,11.9,0,0
47380,64.0,12.1,0,0
47381,70.0,13.1,0,0
47382,72.0,14.8,0,1
47383,75.0,15.6,1,0
47384,64.0,16.5,0,0
47385,47.0,11.4,0,0
47386,67.0,12.3,0,0
47387,67.0,14.6,0,0
47388,73.0,17.2,0,0
47389,57.0,21.3,0,1
47390,92.0,17.0,1,1
47391,85.0,16.1,1,0
47392,82.0,15.6,0,0
47393,53.0,12.8,0,0
47394,68.0,11.4,0,0
47395,67.0,14.1,0,0
47396,59.0,15.0,0,0
47397,73.0,13.2,0,0
47398,77.0,14.9,0,0
47399,55.0,16.0,0,1
47400,78.0,12.9,1,0
47401,71.0,14.0,0,0
47402,62.0,13.1,0,0
47403,57.0,14.3,0,0
47404,71.0,14.3,0,0
47405,72.0,14.9,0,0
47406,62.0,14.6,0,0
47407,58.0,16.8,0,0
47408,83.0,11.1,0,0
47409,50.0,22.7,0,0
47410,76.0,18.5,0,1
47411,79.0,18.6,1,0
47412,79.0,19.3,0,0
47413,52.0,27.1,0,0
47414,29.0,23.1,0,0
47415,60.0,20.2,0,0
47416,63.0,16.5,0,0
47417,41.0,23.3,0,0
47418,43.0,25.8,0,1
47419,46.0,24.9,1,0
47420,67.0,20.8,0,0
47421,25.0,29.2,0,0
47422,46.0,17.2,0,0
47423,60.0,16.9,0,0
47424,70.0,19.5,0,0
47425,50.0,21.7,0,0
47426,67.0,20.3,0,1
47427,49.0,13.2,1,0
47428,65.0,14.1,0,0
47429,61.0,19.4,0,0
47430,66.0,19.0,0,0
47431,29.0,25.9,0,0
47432,78.0,18.4,0,0
47433,71.0,17.2,0,0
47434,68.0,20.4,0,0
47435,56.0,24.0,0,0
47436,62.0,20.1,0,0
47438,52.0,22.5,0,0
47439,69.0,22.5,0,1
47440,89.0,19.7,1,0
47441,86.0,20.3,0,1
47442,84.0,18.8,1,0
47443,65.0,20.2,0,0
47444,78.0,19.7,0,1
47445,65.0,14.5,1,0
47446,55.0,14.1,0,0
47447,73.0,15.9,0,0
47448,63.0,17.4,0,0
47449,64.0,18.1,0,0
47450,86.0,14.9,0,0
47451,85.0,15.5,0,0
47452,75.0,17.5,0,0
47453,85.0,16.3,0,0
47454,83.0,17.5,0,0
47455,81.0,18.1,0,0
47456,70.0,19.2,0,0
47457,78.0,16.8,0,0
47458,80.0,18.4,0,0
47459,76.0,17.9,0,0
47460,73.0,19.0,0,0
47461,44.0,13.0,0,0
47462,57.0,10.5,0,0
47463,73.0,11.7,0,0
47464,75.0,14.1,0,0
47465,89.0,14.5,0,1
47466,85.0,18.5,1,0
47467,62.0,16.3,0,0
47468,89.0,11.1,0,0
47469,78.0,12.1,0,0
47470,98.0,14.1,0,0
47471,75.0,14.9,0,0
47472,60.0,23.2,0,1
47473,72.0,11.1,1,0
47474,97.0,4.5,0,0
47475,71.0,13.6,0,0
47476,92.0,12.4,0,0
47477,89.0,8.5,0,0
47478,66.0,13.4,0,0
47479,77.0,9.7,0,0
47480,78.0,14.2,0,0
47481,88.0,11.3,0,1
47482,80.0,13.2,1,0
47483,77.0,13.6,0,0
47484,71.0,13.5,0,0
47485,87.0,12.2,0,0
47486,63.0,15.7,0,0
47487,71.0,17.0,0,0
47488,72.0,15.4,0,0
47490,57.0,16.1,0,1
47491,74.0,13.7,1,0
47492,83.0,11.4,0,0
47493,74.0,15.0,0,0
47494,52.0,9.8,0,0
47495,69.0,10.8,0,0
47496,78.0,7.6,0,1
47497,89.0,11.2,1,0
47498,62.0,14.2,0,0
47499,81.0,7.8,0,0
47500,73.0,7.8,0,0
47501,55.0,15.0,0,0
47502,81.0,9.6,0,0
47503,39.0,18.0,0,0
47504,48.0,14.2,0,1
47505,88.0,14.1,1,0
47506,92.0,11.6,0,0
47507,50.0,10.4,0,0
47508,80.0,6.9,0,0
47510,52.0,8.4,0,0
47511,60.0,7.8,0,0
47512,72.0,10.6,0,0
47513,74.0,11.9,0,0
47514,78.0,9.2,0,0
47515,72.0,10.3,0,0
47516,70.0,11.6,0,0
47518,66.0,13.1,0,1
47519,85.0,7.0,1,0
47520,90.0,8.0,0,0
47521,62.0,9.9,0,0
47522,54.0,10.6,0,0
47523,88.0,5.4,0,0
47525,86.0,4.7,0,0
47526,68.0,11.7,0,0
47527,82.0,3.5,0,1
47528,75.0,11.0,1,0
47529,68.0,9.2,0,0
47531,99.0,2.4,0,0
47532,69.0,8.2,0,0
47533,84.0,9.6,0,0
47534,99.0,5.2,0,0
47535,99.0,7.3,0,0
47536,74.0,12.6,0,1
47537,92.0,11.5,1,1
47538,84.0,9.0,1,0
47539,68.0,5.7,0,0
47540,93.0,2.9,0,0
47541,99.0,3.8,0,0
47542,97.0,5.3,0,0
47543,74.0,11.8,0,0
47544,87.0,4.1,0,0
47545,99.0,2.8,0,0
47546,97.0,3.0,0,0
47547,94.0,6.5,0,0
47548,94.0,5.7,0,1
47549,93.0,9.3,1,0
47550,78.0,9.6,0,0
47551,56.0,8.6,0,0
47552,82.0,5.7,0,0
47553,85.0,5.4,0,0
47554,100.0,2.4,0,1
47555,64.0,7.8,1,0
47556,84.0,4.6,0,0
47557,83.0,2.8,0,0
47558,85.0,1.6,0,0
47559,78.0,5.1,0,1
47560,97.0,6.1,1,1
47561,72.0,9.9,1,0
47562,71.0,10.0,0,0
47563,88.0,7.2,0,0
47564,94.0,8.1,0,1
47565,97.0,9.4,1,0
47566,89.0,6.8,0,0
47567,99.0,4.3,0,0
47568,99.0,2.5,0,0
47569,99.0,1.2,0,0
47570,89.0,6.7,0,0
47571,59.0,8.1,0,0
47572,57.0,8.5,0,0
47573,80.0,7.5,0,0
47574,88.0,6.1,0,0
47575,78.0,4.1,0,0
47576,81.0,4.9,0,0
47577,96.0,1.7,0,0
47578,99.0,4.7,0,0
47579,98.0,6.8,0,0
47580,91.0,8.2,0,1
47581,98.0,10.6,1,1
47582,98.0,11.1,1,1
47583,98.0,12.3,1,0
47584,99.0,6.8,0,1
47585,95.0,11.9,1,1
47586,90.0,8.3,1,1
47587,84.0,3.7,1,0
47588,76.0,5.4,0,0
47589,75.0,6.8,0,0
47590,66.0,7.3,0,0
47591,97.0,0.5,0,0
47592,98.0,2.3,0,0
47593,99.0,0.0,0,0
47594,79.0,2.3,0,0
47595,75.0,10.7,0,1
47596,92.0,10.9,1,0
47597,78.0,8.7,0,0
47598,95.0,4.7,0,0
47599,66.0,9.9,0,0
47600,60.0,7.3,0,0
47601,65.0,8.6,0,0
47602,80.0,7.2,0,0
47603,82.0,8.7,0,1
47604,99.0,4.6,1,1
47605,85.0,6.0,1,0
47606,99.0,2.9,0,0
47607,70.0,9.3,0,0
47608,99.0,3.6,0,1
47609,99.0,8.9,1,1
47610,64.0,8.1,1,0
47611,58.0,11.4,0,1
47612,69.0,7.5,1,0
47613,99.0,2.8,0,1
47614,88.0,9.1,1,0
47615,63.0,9.8,0,0
47616,69.0,8.5,0,0
47617,59.0,5.9,0,0
47618,70.0,7.0,0,0
47619,75.0,8.4,0,1
47620,80.0,9.1,1,0
47621,69.0,11.3,0,0
47622,71.0,10.8,0,0
47623,94.0,5.4,0,0
47624,72.0,9.3,0,0
47625,86.0,8.8,0,0
47626,82.0,10.7,0,1
47627,68.0,14.7,1,0
47628,86.0,8.1,0,0
47629,72.0,9.3,0,0
47630,75.0,10.7,0,0
47631,70.0,12.4,0,0
47632,85.0,11.9,0,0
47633,68.0,15.9,0,0
47634,76.0,14.2,0,0
47635,54.0,18.1,0,0
47636,81.0,12.7,0,0
47637,90.0,10.4,0,0
47638,51.0,17.8,0,0
47639,44.0,11.7,0,0
47640,55.0,11.7,0,0
47641,61.0,8.3,0,1
47642,85.0,11.2,1,0
47643,78.0,11.9,0,0
47644,75.0,12.8,0,1
47645,86.0,11.8,1,1
47646,83.0,13.8,1,1
47647,65.0,10.3,1,0
47648,66.0,9.2,0,0
47649,67.0,11.4,0,0
47650,78.0,9.0,0,0
47651,71.0,13.5,0,0
47652,39.0,18.9,0,0
47653,62.0,17.1,0,0
47654,49.0,18.7,0,0
47655,48.0,10.6,0,0
47656,45.0,14.9,0,0
47657,50.0,12.7,0,0
47658,75.0,11.7,0,0
47659,27.0,20.2,0,0
47660,54.0,12.7,0,0
47661,56.0,10.9,0,0
47662,54.0,10.2,0,0
47663,71.0,11.6,0,0
47664,71.0,12.6,0,0
47665,67.0,12.3,0,0
47666,77.0,11.2,0,0
47667,74.0,10.6,0,0
47668,27.0,20.6,0,0
47669,56.0,13.4,0,0
47670,68.0,10.8,0,0
47671,63.0,13.6,0,1
47672,55.0,8.3,1,0
47673,72.0,7.6,0,0
47674,40.0,15.5,0,0
47675,22.0,19.1,0,0
47676,47.0,9.2,0,0
47677,63.0,9.9,0,0
47678,67.0,13.6,0,0
47679,56.0,17.4,0,1
47680,80.0,17.6,1,1
47681,60.0,16.8,1,0
47682,57.0,11.3,0,0
47683,54.0,9.3,0,0
47684,59.0,9.4,0,0
47685,73.0,11.0,0,0
47686,78.0,13.4,0,0
47687,71.0,16.3,0,0
47688,55.0,11.0,0,0
47689,69.0,12.7,0,0
47690,72.0,13.9,0,0
47691,50.0,16.8,0,0
47692,32.0,22.0,0,0
47693,42.0,9.7,0,0
47694,52.0,10.3,0,0
47695,61.0,13.3,0,0
47696,55.0,17.3,0,0
47697,50.0,20.6,0,1
47698,74.0,15.2,1,0
47699,72.0,10.4,0,1
47700,89.0,9.5,1,1
47701,75.0,14.2,1,0
47702,60.0,15.4,0,0
47703,51.0,14.7,0,0
47704,74.0,14.3,0,1
47705,71.0,13.5,1,0
47706,62.0,13.3,0,0
47707,56.0,15.1,0,0
47708,72.0,13.8,0,0
47709,47.0,18.4,0,0
47710,65.0,18.9,0,1
47711,74.0,19.3,1,0
47712,51.0,16.7,0,0
47713,65.0,14.1,0,1
47714,63.0,15.2,1,0
47715,58.0,12.4,0,0
47716,66.0,14.7,0,0
47717,61.0,18.2,0,0
47718,75.0,13.8,0,0
47719,50.0,12.8,0,0
47720,75.0,13.9,0,0
47721,68.0,17.3,0,0
47722,58.0,20.3,0,0
47723,29.0,24.2,0,1
47724,59.0,15.5,1,1
47725,54.0,11.5,1,0
47726,59.0,13.0,0,0
47727,69.0,15.4,0,0
47728,59.0,18.8,0,0
47729,52.0,18.8,0,0
47730,44.0,16.8,0,0
47731,60.0,16.6,0,0
47732,57.0,17.7,0,0
47733,70.0,18.0,0,1
47734,75.0,17.4,1,0
47735,71.0,18.4,0,1
47736,70.0,19.1,1,0
47737,60.0,21.4,0,0
47738,57.0,22.1,0,0
47739,38.0,26.0,0,0
47740,59.0,23.4,0,0
47741,70.0,21.0,0,0
47742,57.0,22.9,0,0
47743,70.0,16.7,0,0
47744,76.0,16.8,0,0
47745,73.0,17.7,0,1
47746,63.0,18.7,1,0
47747,64.0,19.8,0,0
47748,25.0,19.1,0,0
47749,55.0,17.1,0,0
47750,63.0,18.1,0,0
47751,70.0,17.4,0,0
47752,39.0,25.2,0,0
47753,72.0,19.6,0,0
47754,25.0,20.1,0,0
47755,44.0,17.9,0,0
47756,33.0,17.0,0,0
47757,47.0,14.8,0,0
47758,53.0,15.2,0,0
47759,63.0,16.5,0,0
47760,63.0,18.2,0,0
47761,62.0,21.4,0,0
47762,49.0,22.5,0,0
47763,62.0,18.6,0,0
47764,47.0,21.8,0,0
47765,41.0,24.9,0,0
47766,35.0,26.9,0,0
47767,23.0,24.4,0,0
47768,38.0,25.3,0,0
47769,48.0,23.7,0,0
47770,70.0,19.2,0,0
47771,73.0,17.8,0,0
47772,66.0,18.7,0,0
47773,68.0,16.9,0,0
47774,77.0,17.8,0,1
47775,60.0,16.1,1,0
47776,59.0,14.2,0,0
47777,60.0,16.2,0,0
47778,68.0,18.3,0,0
47779,44.0,23.9,0,0
47780,62.0,20.5,0,0
47781,31.0,26.0,0,0
47782,56.0,22.8,0,0
47783,63.0,23.4,0,0
47784,60.0,20.4,0,1
47785,73.0,18.7,1,0
47786,65.0,14.1,0,0
47787,59.0,15.2,0,0
47788,60.0,18.1,0,0
47789,45.0,21.7,0,0
47790,40.0,23.6,0,0
47791,54.0,19.0,0,0
47792,75.0,17.8,0,0
47793,70.0,20.9,0,0
47794,72.0,19.1,0,0
47795,60.0,21.8,0,1
47796,92.0,18.9,1,1
47797,91.0,20.9,1,1
47798,73.0,16.0,1,0
47799,66.0,18.1,0,0
47800,80.0,20.7,0,1
47803,77.0,16.0,0,0
47804,69.0,17.0,0,0
47805,84.0,15.1,0,0
47806,73.0,17.8,0,0
47807,75.0,19.9,0,0
47808,81.0,17.5,0,0
47809,74.0,16.1,0,1
47810,94.0,16.0,1,1
47811,76.0,16.1,1,0
47812,70.0,16.9,0,0
47813,74.0,17.8,0,0
47814,85.0,17.6,0,1
47815,81.0,17.8,1,0
47816,88.0,18.0,0,0
47817,69.0,19.6,0,1
47818,89.0,16.4,1,0
47819,82.0,15.4,0,0
47820,77.0,18.9,0,1
47821,93.0,17.3,1,0
47822,82.0,15.9,0,0
47823,82.0,17.7,0,0
47824,80.0,17.5,0,0
47825,59.0,16.5,0,0
47826,60.0,13.5,0,0
47827,75.0,14.6,0,0
47828,73.0,15.3,0,0
47829,79.0,17.4,0,0
47830,90.0,15.6,0,1
47831,91.0,15.8,1,0
47832,84.0,16.4,0,0
47833,81.0,15.0,0,1
47834,86.0,14.3,1,0
47835,94.0,17.2,0,1
47836,87.0,17.3,1,0
47837,92.0,17.6,0,1
47838,99.0,14.3,1,1
47839,99.0,14.0,1,1
47840,99.0,12.1,1,0
47841,94.0,13.5,0,0
47842,96.0,13.5,0,0
47843,90.0,14.7,0,1
47844,98.0,13.1,1,1
47845,98.0,14.6,1,1
47846,76.0,14.9,1,0
47847,70.0,14.2,0,0
47848,77.0,15.7,0,0
47849,85.0,15.2,0,1
47850,97.0,15.4,1,1
47851,87.0,17.6,1,1
47852,76.0,15.3,1,0
47853,74.0,14.4,0,0
47854,67.0,12.8,0,0
47855,66.0,12.1,0,0
47856,68.0,12.7,0,0
47857,80.0,12.3,0,0
47858,99.0,8.5,0,0
47859,57.0,10.8,0,0
47860,86.0,9.8,0,0
47861,86.0,8.3,0,0
47862,99.0,8.7,0,0
47863,87.0,11.3,0,0
47864,67.0,16.1,0,0
47865,77.0,12.6,0,0
47866,99.0,12.2,0,0
47867,77.0,10.7,0,0
47868,81.0,12.3,0,0
47869,91.0,13.1,0,1
47870,63.0,14.1,1,0
47871,76.0,7.8,0,0
47872,98.0,5.2,0,1
47873,96.0,7.1,1,1
47874,63.0,11.4,1,0
47875,96.0,4.5,0,0
47876,85.0,7.6,0,0
47877,61.0,9.1,0,0
47878,77.0,8.3,0,0
47879,87.0,6.5,0,0
47882,80.0,9.2,0,0
47883,92.0,7.9,0,0
47884,91.0,6.7,0,0
47885,89.0,6.5,0,0
47886,84.0,7.8,0,0
47887,99.0,7.0,0,0
47888,99.0,7.0,0,0
47889,97.0,9.9,0,0
47890,99.0,8.9,0,0
47891,99.0,8.3,0,0
47892,99.0,7.2,0,0
47893,74.0,13.0,0,0
47894,73.0,14.4,0,0
47895,85.0,11.0,0,0
47896,95.0,11.8,0,0
47897,97.0,11.9,0,1
47898,75.0,12.8,1,0
47899,96.0,6.8,0,0
47900,86.0,8.1,0,0
47901,99.0,9.5,0,0
47902,90.0,11.2,0,1
47903,94.0,10.1,1,0
47904,86.0,9.9,0,0
47905,97.0,8.5,0,0
47906,95.0,9.5,0,0
47907,82.0,8.5,0,0
47908,92.0,5.1,0,0
47909,82.0,5.3,0,0
47910,75.0,9.7,0,0
47911,87.0,8.1,0,0
47912,96.0,6.4,0,0
47913,98.0,4.8,0,0
47914,99.0,4.8,0,1
47915,95.0,9.2,1,1
47916,92.0,7.7,1,0
47917,97.0,4.6,0,0
47918,71.0,9.5,0,0
47919,99.0,0.7,0,0
47920,99.0,2.9,0,0
47921,80.0,10.8,0,0
47922,99.0,2.3,0,0
47923,90.0,5.1,0,0
47924,88.0,8.7,0,1
47925,88.0,4.1,1,1
47926,75.0,7.5,1,0
47927,83.0,9.1,0,0
47928,93.0,8.5,0,0
47929,58.0,9.9,0,1
47930,90.0,5.0,1,0
47931,71.0,5.9,0,0
47932,92.0,2.2,0,0
47933,99.0,2.8,0,0
47934,90.0,4.3,0,0
47935,99.0,1.4,0,0
47936,84.0,7.5,0,0
47937,83.0,7.5,0,0
47938,99.0,2.9,0,0
47939,99.0,1.9,0,0
47940,97.0,2.0,0,1
47941,87.0,5.5,1,0
47942,74.0,7.4,0,0
47943,83.0,6.0,0,0
47944,74.0,3.4,0,0
47945,87.0,2.0,0,0
47946,99.0,5.5,0,1
47947,96.0,8.3,1,0
47948,80.0,8.8,0,0
47949,64.0,6.1,0,0
47950,77.0,3.0,0,0
47951,87.0,1.4,0,0
47952,96.0,0.1,0,0
47953,87.0,6.5,0,0
47954,91.0,3.9,0,0
47955,99.0,2.7,0,0
47956,99.0,3.9,0,0
47957,99.0,6.0,0,0
47958,99.0,4.2,0,0
47959,99.0,1.4,0,0
47960,53.0,10.8,0,0
47961,85.0,11.2,0,0
47962,62.0,11.5,0,0
47963,62.0,5.2,0,0
47964,81.0,2.7,0,0
47965,74.0,1.6,0,0
47966,83.0,0.2,0,0
47967,87.0,1.0,0,0
47968,89.0,1.2,0,0
47969,82.0,2.7,0,0
47970,94.0,2.8,0,0
47971,99.0,0.2,0,0
47972,74.0,8.7,0,0
47973,55.0,5.4,0,0
47974,66.0,3.8,0,0
47975,67.0,4.8,0,0
47976,76.0,3.7,0,0
47977,87.0,4.9,0,0
47978,83.0,6.8,0,1
47979,95.0,8.9,1,1
47980,76.0,10.5,1,0
47981,69.0,11.0,0,0
47982,68.0,6.5,0,0
47983,78.0,6.2,0,0
47984,85.0,9.1,0,0
47985,91.0,6.4,0,0
47986,81.0,10.1,0,0
47987,83.0,8.0,0,1
47988,82.0,10.5,1,0
47989,78.0,9.1,0,0
47990,75.0,8.8,0,0
47991,88.0,7.2,0,0
47992,68.0,10.0,0,0
47993,95.0,5.5,0,0
47994,91.0,6.3,0,1
47995,83.0,9.1,1,0
47996,58.0,8.1,0,0
47997,58.0,10.1,0,0
